note_id,participant_id,participant_name,section_key,note_type,text,note_text_wrapped,theme,date,time,location,theme_cluster,theme_auto
94,__1_____________________,,biggest_surprise,insight,· How often does overshopping happen without the “carry-first” strategy?,"· How often does
overshopping happen without
the “carry-first” strategy?",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
95,__1_____________________,,biggest_surprise,insight,"· How does the shared fridge affect conflicts, waste, and planning?","· How does the shared fridge
affect conflicts, waste, and
planning?",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
96,__1_____________________,,biggest_surprise,insight,"· What would improve the experience most: list tool, price comparison, SNAP filter, transit planning, or storage visibility?","· What would improve the
experience most: list tool,
price comparison, SNAP
filter, transit planning, or
storage visibility?",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
97,__1_____________________,,breakdowns_successes,breakdown,mentioned abandoning shopping at Whole Foods because of high price…,"mentioned abandoning
shopping at Whole Foods
because of high price…",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
98,__1_____________________,,breakdowns_successes,breakdown,long trips require significant time commitment,"long trips require
significant time commitment",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
99,__1_____________________,,breakdowns_successes,breakdown,too busy to allocate grocery time,"too busy to allocate grocery
time",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
100,__1_____________________,,breakdowns_successes,breakdown,clear system (large trip + small “emergency” stuff),"clear system (large trip +
small “emergency” stuff)",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
101,__1_____________________,,breakdowns_successes,breakdown,shopping bag strategy is reasonable (pay-by-pay …) [last words unclear],"shopping bag strategy is
reasonable (pay-by-pay …)
[last words unclear]",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
102,__1_____________________,,breakdowns_successes,breakdown,"freezing bulk purchases, extend food use","freezing bulk purchases,
extend food use",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
103,__1_____________________,,breakdowns_successes,breakdown,“Fresh is more expensive”,“Fresh is more expensive”,Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
104,__1_____________________,,breakdowns_successes,breakdown,“at least 2–4 hours”,“at least 2–4 hours”,Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
105,__1_____________________,,breakdowns_successes,breakdown,“I’ll not buy there if the quality drops”,"“I’ll not buy there if the
quality drops”",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
107,__1_____________________,,breakdowns_successes,breakdown,"BREAKDOWNS (Frustrations, errors, confusion)","BREAKDOWNS (Frustrations,
errors, confusion)",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
108,__1_____________________,,breakdowns_successes,breakdown,mentioned abandoning shopping at Whole Foods because of high price…,"mentioned abandoning
shopping at Whole Foods
because of high price…",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
109,__1_____________________,,breakdowns_successes,breakdown,long trips require significant time commitment,"long trips require
significant time commitment",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
110,__1_____________________,,breakdowns_successes,breakdown,too busy to allocate grocery time,"too busy to allocate grocery
time",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
111,__1_____________________,,breakdowns_successes,breakdown,"SUCCESSES (What worked well, satisfaction)","SUCCESSES (What worked well,
satisfaction)",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
112,__1_____________________,,breakdowns_successes,breakdown,clear system (large trip + small “emergency” stuff),"clear system (large trip +
small “emergency” stuff)",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
113,__1_____________________,,breakdowns_successes,breakdown,shopping bag strategy is reasonable (pay-by-pay …) [last words unclear],"shopping bag strategy is
reasonable (pay-by-pay …)
[last words unclear]",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
114,__1_____________________,,breakdowns_successes,breakdown,"freezing bulk purchases, extend food use","freezing bulk purchases,
extend food use",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
115,__1_____________________,,breakdowns_successes,breakdown,Notable Quotes (Record exact words when possible),"Notable Quotes (Record exact
words when possible)",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
116,__1_____________________,,breakdowns_successes,breakdown,“Fresh is more expensive”,“Fresh is more expensive”,Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
117,__1_____________________,,breakdowns_successes,breakdown,“at least 2–4 hours”,“at least 2–4 hours”,Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
118,__1_____________________,,breakdowns_successes,breakdown,“I’ll not buy there if the quality drops”,"“I’ll not buy there if the
quality drops”",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
119,__1_____________________,,breakdowns_successes,breakdown,Photos Taken (List description and photo # for reference),"Photos Taken (List
description and photo # for
reference)",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
120,__1_____________________,,post_session_reflection,insight,"{'n': 1, 'text': 'Time cost strongly contributes to grocery shopping frequency'}","{'n': 1, 'text': 'Time cost
strongly contributes to
grocery shopping frequency'}",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
121,__1_____________________,,post_session_reflection,insight,"{'n': 2, 'text': 'Quality being the No. 1 factor in purchasing decisions'}","{'n': 2, 'text': 'Quality
being the No. 1 factor in
purchasing decisions'}",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
122,__1_____________________,,post_session_reflection,insight,"{'n': 3, 'text': 'External support (parents) reduce grocery pressure'}","{'n': 3, 'text': 'External
support (parents) reduce
grocery pressure'}",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
124,__1_____________________,,post_session_reflection,insight,Top 3 insights from this session:,"Top 3 insights from this
session:",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
125,__1_____________________,,post_session_reflection,insight,Time cost strongly contributes to grocery shopping frequency,"Time cost strongly
contributes to grocery
shopping frequency",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
126,__1_____________________,,post_session_reflection,insight,Quality being the No. 1 factor in purchasing decisions,"Quality being the No. 1
factor in purchasing
decisions",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
127,__1_____________________,,post_session_reflection,insight,External support (parents) reduce grocery pressure,"External support (parents)
reduce grocery pressure",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
128,__1_____________________,,biggest_surprise,insight,"expected more strategy, but no","expected more strategy, but
no",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
129,__1_____________________,,biggest_surprise,insight,price isn’t playing that large role in making purchasing decisions,"price isn’t playing that
large role in making
purchasing decisions",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
130,__1_____________________,,biggest_surprise,insight,Biggest Surprise:,Biggest Surprise:,Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
131,__1_____________________,,biggest_surprise,insight,"expected more strategy, but no","expected more strategy, but
no",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
132,__1_____________________,,biggest_surprise,insight,price isn’t playing that large role in making purchasing decisions,"price isn’t playing that
large role in making
purchasing decisions",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
133,__1_____________________,,follow_up_questions,question,Would you behave differently if you drove instead of taking the bus,"Would you behave differently
if you drove instead of
taking the bus",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
134,__1_____________________,,follow_up_questions,question,how do you decide where to shop when you know you have limited carrying capacity,"how do you decide where to
shop when you know you have
limited carrying capacity",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
136,__1_____________________,,follow_up_questions,question,Would you behave differently if you drove instead of taking the bus,"Would you behave differently
if you drove instead of
taking the bus",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
137,__1_____________________,,follow_up_questions,question,how do you decide where to shop when you know you have limited carrying capacity,"how do you decide where to
shop when you know you have
limited carrying capacity",Grocery / Participant / Shopping / Time,,,_T_h_e__R_e_g_e_n_t__>_K__w_ih__tp___&_T_r_a_de_r__do es Participant ID: __1_____________________,1,Grocery / Participant / Shopping / Time
158,[blank,,observation_notes,observation,"{'n': 1, 'text': 'opens & checks fridge (1 min)'}","{'n': 1, 'text': 'opens &
checks fridge (1 min)'}",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
159,[blank,,observation_notes,observation,"{'n': 2, 'text': 'sits at table w/ laptop'}","{'n': 2, 'text': 'sits at
table w/ laptop'}",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
160,[blank,,observation_notes,observation,"{'n': 3, 'text': 'adds groceries to notes app in categories (5 mins)'}","{'n': 3, 'text': 'adds
groceries to notes app in
categories (5 mins)'}",Notes App / App / Notes / Laptop,"February 28, 2026",12:30,to ensure its in stock,8,Notes App / App / Notes / Laptop
161,[blank,,observation_notes,observation,"{'n': 4, 'text': 'searches individual items on target.com'}","{'n': 4, 'text': 'searches
individual items on
target.com'}",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
162,[blank,,observation_notes,observation,"{'n': 5, 'text': 'chooses “pickup” from closest location to ensure its in stock'}","{'n': 5, 'text': 'chooses
“pickup” from closest
location to ensure its in
stock'}",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
163,[blank,,observation_notes,observation,"{'n': 6, 'text': 'if not, changes to new tab & searches Fresh or Capitol Market'}","{'n': 6, 'text': 'if not,
changes to new tab &
searches Fresh or Capitol
Market'}",Market / Fresh / Fresh Market / Participant,"February 28, 2026",12:30,to ensure its in stock,6,Market / Fresh / Fresh Market / Participant
164,[blank,,observation_notes,observation,"{'n': 7, 'text': 'adds items to cart to make a visual list w/ prices'}","{'n': 7, 'text': 'adds items
to cart to make a visual
list w/ prices'}",Cart / Adds / Items / Purchases,"February 28, 2026",12:30,to ensure its in stock,3,Cart / Adds / Items / Purchases
165,[blank,,observation_notes,observation,"{'n': 8, 'text': 'asks roommates what they collectively need'}","{'n': 8, 'text': 'asks
roommates what they
collectively need'}",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
166,[blank,,observation_notes,observation,"{'n': 9, 'text': 'finalize notes list & sends it to mobile phone'}","{'n': 9, 'text': 'finalize
notes list & sends it to
mobile phone'}",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
167,[blank,,observation_notes,observation,opens Notes app on laptop,opens Notes app on laptop,Notes App / App / Notes / Laptop,"February 28, 2026",12:30,to ensure its in stock,8,Notes App / App / Notes / Laptop
168,[blank,,observation_notes,observation,"makes categories “dairy”, “veg.”, “snacks”, “fruit”, etc.","makes categories “dairy”,
“veg.”, “snacks”, “fruit”,
etc.",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
169,[blank,,observation_notes,observation,simultaneously opens Target website,"simultaneously opens Target
website",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
170,[blank,,observation_notes,observation,searches for falafel – Target on State St. does not have it,"searches for falafel –
Target on State St. does not
have it",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
171,[blank,,observation_notes,observation,Target does not have specific “Good Culture” cottage cheese,"Target does not have
specific “Good Culture”
cottage cheese",Cottage Cheese / Cheese / Cottage / Culture Cottage,"February 28, 2026",12:30,to ensure its in stock,9,Cottage Cheese / Cheese / Cottage / Culture Cottage
172,[blank,,observation_notes,observation,participant moves to another site “capital center market”,"participant moves to another
site “capital center market”",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
173,[blank,,observation_notes,observation,"continues to add spinach, grapes, english muffins, and tomatoes to cart","continues to add spinach,
grapes, english muffins, and
tomatoes to cart",Cart / Adds / Items / Purchases,"February 28, 2026",12:30,to ensure its in stock,3,Cart / Adds / Items / Purchases
174,[blank,,observation_notes,observation,"does NOT buy online, cart is just for reference","does NOT buy online, cart is
just for reference",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
175,[blank,,observation_notes,observation,roommate asks “can you buy more detergent?”,"roommate asks “can you buy
more detergent?”",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
176,[blank,,observation_notes,observation,too many open tabs,too many open tabs,Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
177,[blank,,observation_notes,observation,organization is important,organization is important,Important / Works / Family / Frustrations,"February 28, 2026",12:30,to ensure its in stock,2,Important / Works / Family / Frustrations
178,[blank,,observation_notes,observation,not all stores carry same brands,"not all stores carry same
brands",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
179,[blank,,observation_notes,observation,seeing everything in one place + an estimated total of price to prepare,"seeing everything in one
place + an estimated total
of price to prepare",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
180,[blank,,observation_notes,observation,shared decision making between roommates,"shared decision making
between roommates",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
181,[blank,,observation_notes,observation,"small shared kitchen, small refrigerator, not much storage space, 4 roommates","small shared kitchen, small
refrigerator, not much
storage space, 4 roommates",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
182,[blank,,observation_notes,observation,"fridge contains lots of same products, items, brands (mostly whole foods/organic)","fridge contains lots of same
products, items, brands
(mostly whole foods/organic)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
183,[blank,,observation_notes,observation,laptop (macbook),laptop (macbook),Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
184,[blank,,observation_notes,observation,"evening, after classes, night before grocery trip","evening, after classes,
night before grocery trip",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
185,[blank,,observation_notes,observation,prefers walking distance store (no car),"prefers walking distance
store (no car)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
186,[blank,,observation_notes,observation,prefers organic/whole foods,prefers organic/whole foods,Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
187,[blank,,observation_notes,observation,goes for low calorie/sugar free options,"goes for low calorie/sugar
free options",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
188,[blank,,observation_notes,observation,"does not buy more than she absolutely needs (avoid overspending, waste, no fridge space)","does not buy more than she
absolutely needs (avoid
overspending, waste, no
fridge space)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
189,[blank,,observation_notes,observation,"needs to plan same breakfast, dinner, & snack for 4–5 days","needs to plan same
breakfast, dinner, & snack
for 4–5 days",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
190,[blank,,observation_notes,observation,is okay with making multiple trips (normally does),"is okay with making multiple
trips (normally does)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
191,[blank,,observation_notes,observation,Target is cheaper while Fresh & Capital are overpriced,"Target is cheaper while
Fresh & Capital are
overpriced",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
192,[blank,,observation_notes,observation,organic products are more expensive but worth it,"organic products are more
expensive but worth it",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
193,[blank,,observation_notes,observation,assumes roommates will share some items (household),"assumes roommates will share
some items (household)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
195,[blank,,observation_notes,observation,Observations (What you see/hear),"Observations (What you
see/hear)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
196,[blank,,observation_notes,observation,opens Notes app on laptop,opens Notes app on laptop,Notes App / App / Notes / Laptop,"February 28, 2026",12:30,to ensure its in stock,8,Notes App / App / Notes / Laptop
197,[blank,,observation_notes,observation,"makes categories “dairy”, “veg.”, “snacks”, “fruit”, etc.","makes categories “dairy”,
“veg.”, “snacks”, “fruit”,
etc.",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
198,[blank,,observation_notes,observation,simultaneously opens Target website,"simultaneously opens Target
website",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
199,[blank,,observation_notes,observation,searches for falafel – Target on State St. does not have it,"searches for falafel –
Target on State St. does not
have it",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
200,[blank,,observation_notes,observation,Target does not have specific “Good Culture” cottage cheese,"Target does not have
specific “Good Culture”
cottage cheese",Cottage Cheese / Cheese / Cottage / Culture Cottage,"February 28, 2026",12:30,to ensure its in stock,9,Cottage Cheese / Cheese / Cottage / Culture Cottage
201,[blank,,observation_notes,observation,participant moves to another site “capital center market”,"participant moves to another
site “capital center market”",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
202,[blank,,observation_notes,observation,"continues to add spinach, grapes, english muffins, and tomatoes to cart","continues to add spinach,
grapes, english muffins, and
tomatoes to cart",Cart / Adds / Items / Purchases,"February 28, 2026",12:30,to ensure its in stock,3,Cart / Adds / Items / Purchases
203,[blank,,observation_notes,observation,"does NOT buy online, cart is just for reference","does NOT buy online, cart is
just for reference",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
204,[blank,,observation_notes,observation,roommate asks “can you buy more detergent?”,"roommate asks “can you buy
more detergent?”",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
205,[blank,,observation_notes,observation,Interpretations (What it might mean),"Interpretations (What it
might mean)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
206,[blank,,observation_notes,observation,too many open tabs,too many open tabs,Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
207,[blank,,observation_notes,observation,organization is important,organization is important,Important / Works / Family / Frustrations,"February 28, 2026",12:30,to ensure its in stock,2,Important / Works / Family / Frustrations
208,[blank,,observation_notes,observation,not all stores carry same brands,"not all stores carry same
brands",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
209,[blank,,observation_notes,observation,*brand is important*,*brand is important*,Important / Works / Family / Frustrations,"February 28, 2026",12:30,to ensure its in stock,2,Important / Works / Family / Frustrations
210,[blank,,observation_notes,observation,seeing everything in one place + an estimated total of price to prepare,"seeing everything in one
place + an estimated total
of price to prepare",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
211,[blank,,observation_notes,observation,shared decision making between roommates,"shared decision making
between roommates",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
212,[blank,,observation_notes,observation,Areas to Document (Total time: 34 mins),"Areas to Document (Total
time: 34 mins)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
213,[blank,,observation_notes,observation,"ACTIVITY — What is the participant doing? Describe step-by-step actions, sequence, duration.","ACTIVITY — What is the
participant doing? Describe
step-by-step actions,
sequence, duration.",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
214,[blank,,observation_notes,observation,opens & checks fridge (1 min),"opens & checks fridge (1
min)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
215,[blank,,observation_notes,observation,sits at table w/ laptop,sits at table w/ laptop,Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
216,[blank,,observation_notes,observation,adds groceries to notes app in categories (5 mins),"adds groceries to notes app
in categories (5 mins)",Notes App / App / Notes / Laptop,"February 28, 2026",12:30,to ensure its in stock,8,Notes App / App / Notes / Laptop
217,[blank,,observation_notes,observation,searches individual items on target.com,"searches individual items on
target.com",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
218,[blank,,observation_notes,observation,chooses “pickup” from closest location to ensure its in stock,"chooses “pickup” from
closest location to ensure
its in stock",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
219,[blank,,observation_notes,observation,"if not, changes to new tab & searches Fresh or Capitol Market","if not, changes to new tab &
searches Fresh or Capitol
Market",Market / Fresh / Fresh Market / Participant,"February 28, 2026",12:30,to ensure its in stock,6,Market / Fresh / Fresh Market / Participant
220,[blank,,observation_notes,observation,adds items to cart to make a visual list w/ prices,"adds items to cart to make a
visual list w/ prices",Cart / Adds / Items / Purchases,"February 28, 2026",12:30,to ensure its in stock,3,Cart / Adds / Items / Purchases
221,[blank,,observation_notes,observation,asks roommates what they collectively need,"asks roommates what they
collectively need",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
222,[blank,,observation_notes,observation,finalize notes list & sends it to mobile phone,"finalize notes list & sends
it to mobile phone",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
